Score,KILLS,DEATH,PING,TEAM,DAMAGE,MultiKillLevel0,MultiKillLevel1,MultiKillLevel2,MultiKillLevel3,MultiKillLevel4,SpreeKillLevel0,SpreeKillLevel1,SpreeKillLevel2,SpreeKillLevel3,SpreeKillLevel4,MATCHID,PLAYERID,PlayerName,Winner
300.300354,51,30,40.0,Blue,5944,4,2,0,0,0,3,1,0,0,0,1629,275235c4aab949f9b094941da93fa61b,krypt,Blue
125.999893,36,39,40.0,Red,5440,1,1,0,0,0,0,0,0,0,0,1629,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Blue
332.400024,71,35,76.0,Blue,7502,9,1,0,0,0,4,1,1,0,0,1629,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
6.0,6,10,68.0,Blue,2322,0,0,0,0,0,0,0,0,0,0,1630,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Red
10.0,10,6,36.0,Red,2506,0,0,0,0,0,1,0,0,0,0,1630,f11df7a3eed44ac3a8640ae6d16b8b48,Ricochet.51,Red
137.099915,36,48,36.0,Blue,5814,3,0,0,0,0,0,0,0,0,0,1631,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Red
194.30011,28,57,76.0,Red,2995,4,1,0,0,0,0,0,0,0,0,1631,cf29f1100e754f1cb04d6d8c18feffc4,x_WaR_xX,Red
142.399994,34,46,32.0,Red,3798,3,0,0,0,0,1,0,0,0,0,1631,98724d638a32457b9f6b42c70d9235c9,xavier,Red
177.499939,31,33,48.0,Blue,4231,1,0,0,0,0,0,0,0,0,0,1631,4bd26f94a60c449799318dc3376278ce,Et?rn?l,Red
448.200165,59,24,32.0,Blue,8559,5,0,0,0,0,5,2,1,0,0,1631,247f5a3e45e5418bb2079066d445f112,Kngkyle,Red
129.09996,34,40,56.0,Blue,4739,3,0,0,0,0,1,0,0,0,0,1631,82cf781fe624480594f0c535c1e512b9,Maddeh,Red
109.399849,16,63,36.0,Red,4008,1,0,0,0,0,0,0,0,0,0,1631,6da5079be2a0431abb456651f55f1eb8,Bizygha,Red
258.80011,47,28,52.0,Red,6362,4,1,0,0,0,3,0,0,0,0,1631,cc1b709905ec4359b04bc2f4060eacdb,bdy,Red
243.800247,52,34,76.0,Blue,8136,7,1,0,0,0,2,0,0,0,0,1631,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Red
364.80014,52,31,40.0,Red,7291,4,0,0,0,0,2,0,0,0,0,1631,275235c4aab949f9b094941da93fa61b,krypt,Red
244.0,43,34,36.0,Blue,6632,4,1,0,0,0,4,0,0,0,0,1632,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Red
230.400024,41,33,52.0,Red,5771,4,0,0,0,0,2,0,0,0,0,1632,cc1b709905ec4359b04bc2f4060eacdb,bdy,Red
219.400024,47,38,32.0,Blue,6843,6,0,0,0,0,2,1,0,0,0,1632,247f5a3e45e5418bb2079066d445f112,Kngkyle,Red
153.499847,39,34,28.0,Red,4935,1,0,0,0,0,1,0,0,0,0,1632,98724d638a32457b9f6b42c70d9235c9,xavier,Red
111.599815,18,34,44.0,Blue,3796,1,0,0,0,0,0,0,0,0,0,1632,4bd26f94a60c449799318dc3376278ce,Et?rn?l,Red
238.000061,44,30,36.0,Red,6195,4,0,0,0,0,3,0,0,0,0,1632,275235c4aab949f9b094941da93fa61b,krypt,Red
168.200073,24,36,76.0,Red,3591,3,0,0,0,0,2,0,0,0,0,1632,cf29f1100e754f1cb04d6d8c18feffc4,x_WaR_xX,Red
93.09993,28,42,32.0,Red,4765,1,0,0,0,0,0,0,0,0,0,1632,6da5079be2a0431abb456651f55f1eb8,Bizygha,Red
12.0,13,11,36.0,Blue,2159,0,0,0,0,0,0,0,0,0,0,1633,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Blue
13.0,15,12,24.0,Blue,4313,1,0,0,0,0,1,0,0,0,0,1633,adab41481c4542a98f4b447bd4c8d780,Killingg,Blue
14.0,14,12,68.0,Red,3113,0,0,0,0,0,0,0,0,0,0,1633,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
5.0,5,14,60.0,Red,3162,0,0,0,0,0,0,0,0,0,0,1633,fd83abe496ca401497b5adf4e412bf2c,dc!,Blue
10.0,11,8,40.0,Blue,3150,0,0,0,0,0,1,0,0,0,0,1633,2c043fe111b74179a01f001d7b214047,Blimpo,Blue
7.0,7,13,48.0,Red,2511,0,0,0,0,0,0,0,0,0,0,1633,2b5dcf972d5f4f94a068ce1907cf72a9,linoleum,Blue
1.0,1,13,64.0,Red,959,0,0,0,0,0,0,0,0,0,0,1634,2b5dcf972d5f4f94a068ce1907cf72a9,linoleum,Blue
9.0,10,7,40.0,Blue,3449,0,0,0,0,0,0,0,0,0,0,1634,2c043fe111b74179a01f001d7b214047,Blimpo,Blue
7.0,8,8,32.0,Blue,1743,0,0,0,0,0,0,0,0,0,0,1634,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Blue
16.0,16,5,20.0,Blue,3704,0,0,0,0,0,1,0,0,0,0,1634,adab41481c4542a98f4b447bd4c8d780,Killingg,Blue
3.0,3,11,52.0,Red,2691,0,0,0,0,0,0,0,0,0,0,1634,fd83abe496ca401497b5adf4e412bf2c,dc!,Blue
14.0,14,10,64.0,Red,3371,1,0,0,0,0,0,0,0,0,0,1634,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
17.0,18,9,20.0,Blue,4062,0,0,0,0,0,1,0,0,0,0,1635,adab41481c4542a98f4b447bd4c8d780,Killingg,Blue
5.0,6,10,68.0,Red,3266,0,0,0,0,0,0,0,0,0,0,1635,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
6.0,6,8,64.0,Blue,1371,0,0,0,0,0,0,0,0,0,0,1635,19a7f0e283c24bc69417273eee358a21,a_cute_puppy_irl,Blue
9.0,9,10,60.0,Blue,3522,0,0,0,0,0,0,0,0,0,0,1635,fd83abe496ca401497b5adf4e412bf2c,dc!,Blue
12.0,12,12,36.0,Red,2905,0,0,0,0,0,0,0,0,0,0,1635,2c043fe111b74179a01f001d7b214047,Blimpo,Blue
8.0,8,12,52.0,Red,2007,0,0,0,0,0,0,0,0,0,0,1635,cd6e3e1057f1484c8248e4c1ba4a3cb1,triangle,Blue
5.0,5,13,48.0,Red,1709,0,0,0,0,0,0,0,0,0,0,1636,cd6e3e1057f1484c8248e4c1ba4a3cb1,triangle,Blue
17.0,18,5,20.0,Blue,4026,1,0,0,0,0,1,0,0,0,0,1636,adab41481c4542a98f4b447bd4c8d780,Killingg,Blue
10.0,10,9,52.0,Blue,2079,0,0,0,0,0,0,0,0,0,0,1636,19a7f0e283c24bc69417273eee358a21,a_cute_puppy_irl,Blue
8.0,8,11,64.0,Red,2271,0,0,0,0,0,0,0,0,0,0,1636,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
4.0,5,9,52.0,Blue,1767,0,0,0,0,0,0,0,0,0,0,1636,fd83abe496ca401497b5adf4e412bf2c,dc!,Blue
8.0,8,10,40.0,Red,2792,0,0,0,0,0,0,0,0,0,0,1636,2c043fe111b74179a01f001d7b214047,Blimpo,Blue
11.0,12,12,24.0,Red,4579,1,0,0,0,0,0,0,0,0,0,1637,adab41481c4542a98f4b447bd4c8d780,Killingg,Red
14.0,14,12,64.0,Blue,3540,1,0,0,0,0,1,0,0,0,0,1637,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Red
11.0,11,14,40.0,Blue,4251,0,0,0,0,0,0,0,0,0,0,1637,2c043fe111b74179a01f001d7b214047,Blimpo,Red
9.0,9,12,44.0,Blue,2879,0,0,0,0,0,0,0,0,0,0,1637,cc1b709905ec4359b04bc2f4060eacdb,bdy,Red
17.0,17,12,56.0,Red,3646,0,0,0,0,0,1,0,0,0,0,1637,fd83abe496ca401497b5adf4e412bf2c,dc!,Red
9.0,9,11,56.0,Red,2514,0,0,0,0,0,0,0,0,0,0,1637,cd6e3e1057f1484c8248e4c1ba4a3cb1,triangle,Red
7.0,8,13,68.0,Blue,3634,0,0,0,0,0,0,0,0,0,0,1638,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
20.0,20,10,24.0,Red,4697,0,0,0,0,0,1,1,0,0,0,1638,adab41481c4542a98f4b447bd4c8d780,Killingg,Blue
16.0,16,11,40.0,Blue,3044,0,0,0,0,0,1,0,0,0,0,1638,2c043fe111b74179a01f001d7b214047,Blimpo,Blue
12.0,12,13,44.0,Blue,3796,1,0,0,0,0,1,0,0,0,0,1638,cc1b709905ec4359b04bc2f4060eacdb,bdy,Blue
4.0,6,14,52.0,Red,2397,0,0,0,0,0,0,0,0,0,0,1638,fd83abe496ca401497b5adf4e412bf2c,dc!,Blue
10.0,10,14,56.0,Red,3013,0,0,0,0,0,0,0,0,0,0,1638,cd6e3e1057f1484c8248e4c1ba4a3cb1,triangle,Blue
16.0,16,12,64.0,Blue,3512,0,0,0,0,0,0,0,0,0,0,1639,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Red
5.0,5,13,40.0,Blue,3086,0,0,0,0,0,0,0,0,0,0,1639,2c043fe111b74179a01f001d7b214047,Blimpo,Red
12.0,13,12,56.0,Red,3704,0,0,0,0,0,1,0,0,0,0,1639,fd83abe496ca401497b5adf4e412bf2c,dc!,Red
11.0,11,14,44.0,Blue,3714,1,0,0,0,0,0,0,0,0,0,1639,cc1b709905ec4359b04bc2f4060eacdb,bdy,Red
10.0,12,13,24.0,Red,4069,0,0,0,0,0,0,0,0,0,0,1639,adab41481c4542a98f4b447bd4c8d780,Killingg,Red
14.0,14,10,56.0,Red,3133,0,0,0,0,0,0,0,0,0,0,1639,cd6e3e1057f1484c8248e4c1ba4a3cb1,triangle,Red
6.0,6,4,44.0,Blue,1834,0,0,0,0,0,0,0,0,0,0,1640,a68009ce5178470a9124192e55ae4677,soapsmellsgood,Blue
4.0,4,6,68.0,Red,2271,0,0,0,0,0,0,0,0,0,0,1640,af4e9c0f87ca4baf81606aa24c782fee,Gh0stLicH,Blue
22.0,23,5,44.0,Blue,3561,0,0,0,0,0,1,1,0,0,0,1641,a68009ce5178470a9124192e55ae4677,soapsmellsgood,Blue
3.0,4,24,68.0,Red,2867,0,0,0,0,0,0,0,0,0,0,1641,af4e9c0f87ca4baf81606aa24c782fee,Gh0stLicH,Blue
20.0,20,5,40.0,Blue,3050,0,0,0,0,0,1,1,0,0,0,1642,a68009ce5178470a9124192e55ae4677,soapsmellsgood,Blue
5.0,5,20,68.0,Red,2004,0,0,0,0,0,0,0,0,0,0,1642,af4e9c0f87ca4baf81606aa24c782fee,Gh0stLicH,Blue
10.0,10,6,44.0,Blue,2512,0,0,0,0,0,0,0,0,0,0,1643,a68009ce5178470a9124192e55ae4677,soapsmellsgood,Blue
5.0,6,11,64.0,Red,2770,0,0,0,0,0,0,0,0,0,0,1643,af4e9c0f87ca4baf81606aa24c782fee,Gh0stLicH,Blue
5.0,5,7,44.0,Blue,2639,0,0,0,0,0,0,0,0,0,0,1644,a68009ce5178470a9124192e55ae4677,soapsmellsgood,Red
6.0,7,6,68.0,Red,2252,0,0,0,0,0,0,0,0,0,0,1644,af4e9c0f87ca4baf81606aa24c782fee,Gh0stLicH,Red
409.0,111,42,68.0,Blue,13871,24,10,5,9,0,7,2,0,0,0,1645,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
125.0,42,111,28.0,Red,5090,5,0,0,0,0,0,0,0,0,0,1645,b9adb5083d3747cba1ec76977b6b4279,N3wbsies,Blue
11.0,11,2,64.0,Blue,2403,0,0,0,0,0,1,0,0,0,0,1646,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
-1.0,2,14,28.0,Red,1022,0,0,0,0,0,0,0,0,0,0,1646,b9adb5083d3747cba1ec76977b6b4279,N3wbsies,Blue
30.999996,12,22,40.0,Red,1862,1,1,0,0,0,0,0,0,0,0,1647,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Blue
103.400002,9,19,68.0,Blue,1223,0,0,0,0,0,0,0,0,0,0,1647,3798c79d0f654877a7f8dea582fabed5,emc.clark.kent,Blue
99.299995,19,21,72.0,Red,2932,0,0,0,0,0,0,0,0,0,0,1647,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
66.899994,17,19,160.0,Red,2865,2,0,0,0,0,0,0,0,0,0,1647,09a904a43a8c47f5af24a003683e507d,a1f3r,Blue
146.399994,16,14,80.0,Blue,2607,0,0,0,0,0,1,0,0,0,0,1647,a33ad068c9db4fe4b799790364fd2db0,RARS,Blue
34.300011,15,17,60.0,Red,2050,1,0,0,0,0,0,0,0,0,0,1647,f74ab530dd404bc1a12c782b50bf3f3b,drd.,Blue
108.199951,20,16,56.0,Blue,2477,2,0,0,0,0,0,0,0,0,0,1647,2b5dcf972d5f4f94a068ce1907cf72a9,linoleum,Blue
209.000092,22,13,40.0,Blue,3906,1,0,0,0,0,1,0,0,0,0,1647,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Blue
41.499985,10,20,76.0,Red,1580,0,0,0,0,0,0,0,0,0,0,1647,cf29f1100e754f1cb04d6d8c18feffc4,x_WaR_xX,Blue
227.0,30,13,60.0,Blue,3720,3,1,0,0,0,2,0,0,0,0,1647,21d8c542aaee4d209022f95617f60b9c,Ell?,Blue
221.900055,45,32,52.0,Blue,6232,3,1,1,0,0,3,0,0,0,0,1648,21d8c542aaee4d209022f95617f60b9c,Ell?,Red
244.400909,40,34,40.0,Red,4798,1,0,0,0,0,1,0,0,0,0,1648,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Red
157.799881,31,34,52.0,Red,4265,3,0,0,0,0,0,0,0,0,0,1648,f74ab530dd404bc1a12c782b50bf3f3b,drd.,Red
343.400024,45,42,76.0,Red,6901,5,0,0,0,0,1,0,0,0,0,1648,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Red
124.199913,15,44,64.0,Blue,2556,0,0,0,0,0,0,0,0,0,0,1648,3798c79d0f654877a7f8dea582fabed5,emc.clark.kent,Red
258.599976,41,41,156.0,Red,5819,5,0,0,0,0,0,0,0,0,0,1648,09a904a43a8c47f5af24a003683e507d,a1f3r,Red
232.70105,39,36,52.0,Blue,5319,5,0,0,0,0,2,0,0,0,0,1648,2b5dcf972d5f4f94a068ce1907cf72a9,linoleum,Red
285.200684,41,39,40.0,Blue,6749,3,0,0,0,0,1,0,0,0,0,1648,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Red
179.400146,37,37,80.0,Blue,5414,4,0,0,0,0,1,0,0,0,0,1648,a33ad068c9db4fe4b799790364fd2db0,RARS,Red
207.200195,25,32,72.0,Red,2761,0,0,0,0,0,0,0,0,0,0,1648,cf29f1100e754f1cb04d6d8c18feffc4,x_WaR_xX,Red
91.699966,18,40,32.0,Red,3701,1,0,0,0,0,0,0,0,0,0,1649,bf042cbc6fe64a928dbcc62bac9cfafb,KillerInstinct,Red
211.800537,48,44,36.0,Red,6874,4,0,0,0,0,2,0,0,0,0,1649,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Red
184.799881,53,40,76.0,Blue,7328,7,2,0,0,0,2,0,0,0,0,1649,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Red
184.0,33,31,60.0,Red,5858,3,0,0,0,0,0,0,0,0,0,1649,2b5dcf972d5f4f94a068ce1907cf72a9,linoleum,Red
229.200043,43,28,40.0,Red,5452,4,0,0,0,0,2,0,0,0,0,1649,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Red
154.0,31,30,148.0,Blue,5245,0,0,0,0,0,0,0,0,0,0,1649,09a904a43a8c47f5af24a003683e507d,a1f3r,Red
129.999985,35,31,48.0,Blue,5695,2,0,0,0,0,0,0,0,0,0,1649,f11df7a3eed44ac3a8640ae6d16b8b48,Ricochet.51,Red
198.300064,47,25,36.0,Red,5905,2,0,0,0,0,2,0,0,0,0,1649,275235c4aab949f9b094941da93fa61b,krypt,Red
128.699936,15,53,76.0,Blue,2144,0,0,0,0,0,0,0,0,0,0,1649,cf29f1100e754f1cb04d6d8c18feffc4,x_WaR_xX,Red
268.500153,32,42,32.0,Blue,5853,2,0,0,0,0,1,0,0,0,0,1649,247f5a3e45e5418bb2079066d445f112,Kngkyle,Red
179.699982,37,46,32.0,Red,4752,4,0,0,0,0,1,0,0,0,0,1650,bf042cbc6fe64a928dbcc62bac9cfafb,KillerInstinct,Red
299.900055,45,45,32.0,Blue,5634,4,1,0,0,0,1,0,0,0,0,1650,247f5a3e45e5418bb2079066d445f112,Kngkyle,Red
269.500427,44,29,36.0,Red,6726,4,1,0,0,0,3,0,0,0,0,1650,275235c4aab949f9b094941da93fa61b,krypt,Red
221.0,35,36,40.0,Red,4860,1,1,0,0,0,2,0,0,0,0,1650,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Red
159.399872,47,37,68.0,Blue,6827,3,0,0,0,0,3,0,0,0,0,1650,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Red
143.800049,17,48,76.0,Blue,2583,2,0,0,0,0,0,0,0,0,0,1650,cf29f1100e754f1cb04d6d8c18feffc4,x_WaR_xX,Red
236.200012,43,36,156.0,Blue,5836,2,0,0,0,0,1,0,0,0,0,1650,09a904a43a8c47f5af24a003683e507d,a1f3r,Red
301.900024,55,41,36.0,Red,7192,3,2,1,0,0,2,0,0,0,0,1650,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Red
166.599945,35,36,56.0,Red,5567,2,0,0,0,0,0,0,0,0,0,1650,2b5dcf972d5f4f94a068ce1907cf72a9,linoleum,Red
152.399963,28,44,60.0,Blue,3971,2,0,0,0,0,0,0,0,0,0,1650,f11df7a3eed44ac3a8640ae6d16b8b48,Ricochet.51,Red
2.0,3,11,44.0,Blue,1580,0,0,0,0,0,0,0,0,0,0,1651,cc1b709905ec4359b04bc2f4060eacdb,bdy,Red
10.0,10,3,80.0,Red,2488,0,0,0,0,0,1,0,0,0,0,1651,b7bf4f6da9ab4d3eb9e67baf503dfc3b,blackout--,Red
11.0,11,5,44.0,Red,2433,0,0,0,0,0,1,0,0,0,0,1652,cc1b709905ec4359b04bc2f4060eacdb,bdy,Red
5.0,5,11,64.0,Blue,2242,0,0,0,0,0,0,0,0,0,0,1652,b7bf4f6da9ab4d3eb9e67baf503dfc3b,blackout--,Red
20.0,20,5,44.0,Blue,3221,0,0,0,0,0,1,1,0,0,0,1653,cc1b709905ec4359b04bc2f4060eacdb,bdy,Blue
5.0,5,20,64.0,Red,1853,0,0,0,0,0,0,0,0,0,0,1653,b7bf4f6da9ab4d3eb9e67baf503dfc3b,blackout--,Blue
3.0,5,11,64.0,Blue,1900,0,0,0,0,0,0,0,0,0,0,1654,b7bf4f6da9ab4d3eb9e67baf503dfc3b,blackout--,Red
9.0,9,5,44.0,Red,1992,0,0,0,0,0,1,0,0,0,0,1654,cc1b709905ec4359b04bc2f4060eacdb,bdy,Red
4.0,4,0,68.0,Blue,851,0,0,0,0,0,0,0,0,0,0,1655,af4e9c0f87ca4baf81606aa24c782fee,Gh0stLicH,Blue
-2.0,0,6,128.0,Red,305,0,0,0,0,0,0,0,0,0,0,1655,5191f8ad32344c0d807288c4806bd099,FABIBOU,Blue
5.0,5,4,48.0,Blue,837,0,0,0,0,0,0,0,0,0,0,1656,df37c6f332b44bdfa248091fa6fb445a,AntoelM,Blue
3.0,4,6,48.0,Red,839,0,0,0,0,0,0,0,0,0,0,1656,37cd4ae703a24261abcee521a2dd4af4,Snipez_viCt0r,Blue
12.0,12,6,36.0,Blue,2698,0,0,0,0,0,1,0,0,0,0,1657,3a6b60b76d45475c95b1baf2900f6847,BriceDeNice-,Blue
6.0,6,12,72.0,Red,1893,0,0,0,0,0,0,0,0,0,0,1657,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
303.800171,61,27,24.0,Red,8153,4,0,0,0,0,3,1,1,0,0,1658,adab41481c4542a98f4b447bd4c8d780,Killingg,Blue
275.100128,38,47,40.0,Blue,5531,2,0,0,0,0,1,0,0,0,0,1658,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Blue
79.39994,42,46,48.0,Red,5816,4,0,0,0,0,0,0,0,0,0,1658,cc1b709905ec4359b04bc2f4060eacdb,bdy,Blue
184.999985,42,27,60.0,Blue,4987,7,1,0,0,0,4,0,0,0,0,1658,ba4f63293f004530846a08f0b78e75c2,wndg,Blue
200.299942,30,51,32.0,Blue,3734,2,0,0,0,0,0,0,0,0,0,1658,bf042cbc6fe64a928dbcc62bac9cfafb,KillerInstinct,Blue
66.59993,25,50,44.0,Blue,5480,1,0,0,0,0,0,0,0,0,0,1658,2c043fe111b74179a01f001d7b214047,Blimpo,Blue
328.0,51,57,36.0,Blue,6124,4,0,0,0,0,1,0,0,0,0,1658,b066fe72291f40fa81175d31632541f6,pb.,Blue
173.100067,38,38,32.0,Red,5327,1,0,0,0,0,0,0,0,0,0,1658,247f5a3e45e5418bb2079066d445f112,Kngkyle,Blue
96.999954,35,47,80.0,Red,5220,4,0,0,0,0,0,0,0,0,0,1658,a33ad068c9db4fe4b799790364fd2db0,RARS,Blue
177.700043,47,31,68.0,Red,6155,3,0,0,0,0,3,0,0,0,0,1658,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
57.800003,12,37,28.0,Blue,2666,1,0,0,0,0,0,0,0,0,0,1659,bf042cbc6fe64a928dbcc62bac9cfafb,KillerInstinct,Red
20.800014,12,38,44.0,Blue,2908,0,0,0,0,0,0,0,0,0,0,1659,2c043fe111b74179a01f001d7b214047,Blimpo,Red
123.0,38,25,76.0,Red,5384,5,0,0,0,0,1,0,0,0,0,1659,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Red
257.0,38,13,32.0,Red,5007,5,0,0,0,0,3,0,0,0,0,1659,247f5a3e45e5418bb2079066d445f112,Kngkyle,Red
247.0,38,16,24.0,Red,5319,7,0,0,0,0,3,2,0,0,0,1659,adab41481c4542a98f4b447bd4c8d780,Killingg,Red
42.099995,26,24,60.0,Blue,3946,0,0,0,0,0,0,0,0,0,0,1659,ba4f63293f004530846a08f0b78e75c2,wndg,Red
134.099945,20,24,52.0,Red,4318,2,0,0,0,0,0,0,0,0,0,1659,cc1b709905ec4359b04bc2f4060eacdb,bdy,Red
162.700043,26,28,36.0,Blue,3615,0,0,0,0,0,0,0,0,0,0,1659,b066fe72291f40fa81175d31632541f6,pb.,Red
145.400024,29,30,40.0,Blue,4160,2,0,0,0,0,0,0,0,0,0,1659,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Red
159.699982,21,27,80.0,Red,2809,0,0,0,0,0,0,0,0,0,0,1659,a33ad068c9db4fe4b799790364fd2db0,RARS,Red
5.0,6,19,68.0,Blue,2337,0,0,0,0,0,0,0,0,0,0,1660,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Red
18.0,18,6,40.0,Red,3066,0,0,0,0,0,2,1,0,0,0,1660,3a6b60b76d45475c95b1baf2900f6847,BriceDeNice-,Red
5.0,5,9,68.0,Red,1993,0,0,0,0,0,0,0,0,0,0,1661,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
9.0,9,5,36.0,Blue,2635,0,0,0,0,0,0,0,0,0,0,1661,3a6b60b76d45475c95b1baf2900f6847,BriceDeNice-,Blue
197.899872,42,46,36.0,Blue,5329,5,0,0,0,0,1,0,0,0,0,1662,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Red
277.400085,54,47,40.0,Red,6778,8,2,1,0,0,2,0,0,0,0,1662,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Red
261.500153,46,44,28.0,Blue,6737,5,0,0,0,0,2,0,0,0,0,1662,247f5a3e45e5418bb2079066d445f112,Kngkyle,Red
143.900009,17,50,64.0,Red,2457,0,0,0,0,0,0,0,0,0,0,1662,3798c79d0f654877a7f8dea582fabed5,emc.clark.kent,Red
158.600037,30,44,80.0,Red,4225,1,0,0,0,0,0,0,0,0,0,1662,a33ad068c9db4fe4b799790364fd2db0,RARS,Red
55.899975,10,49,36.0,Blue,1536,1,0,0,0,0,0,0,0,0,0,1662,094cb889f2b04b6880d491c086e8bbf9,wdb674,Red
267.0,50,40,36.0,Red,7959,5,1,0,0,0,2,0,0,0,0,1662,c582bc70ed4d42c0a69cdc4b705ffa1b,eP_,Red
204.100143,52,31,72.0,Blue,8050,4,0,0,0,0,3,0,0,0,0,1662,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Red
341.0,52,40,36.0,Red,7411,3,0,0,0,0,3,0,0,0,0,1662,275235c4aab949f9b094941da93fa61b,krypt,Red
311.0,35,33,28.0,Blue,5842,3,0,0,0,0,0,0,0,0,0,1663,247f5a3e45e5418bb2079066d445f112,Kngkyle,Blue
219.200226,35,29,36.0,Blue,4452,3,0,0,0,0,1,0,0,0,0,1663,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Blue
218.799866,39,39,40.0,Blue,4894,3,0,0,0,0,0,0,0,0,0,1663,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Blue
188.900009,44,37,40.0,Red,7056,8,0,0,0,0,2,1,0,0,0,1663,c582bc70ed4d42c0a69cdc4b705ffa1b,eP_,Blue
36.199989,12,42,40.0,Red,1345,0,0,0,0,0,0,0,0,0,0,1663,094cb889f2b04b6880d491c086e8bbf9,wdb674,Blue
199.300751,31,25,52.0,Red,5189,3,0,0,0,0,2,0,0,0,0,1663,cc1b709905ec4359b04bc2f4060eacdb,bdy,Blue
125.200005,31,28,80.0,Blue,5223,3,0,0,0,0,1,1,0,0,0,1663,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
190.700043,22,33,48.0,Blue,2716,3,0,0,0,0,0,0,0,0,0,1663,4bd26f94a60c449799318dc3376278ce,Et?rn?l,Blue
121.699921,38,34,32.0,Red,5846,3,0,0,0,0,2,0,0,0,0,1663,275235c4aab949f9b094941da93fa61b,krypt,Blue
111.799995,33,29,32.0,Red,4918,0,0,0,0,0,1,0,0,0,0,1663,e3af479d998944bb824d4a94d5bd41d8,NoAimNoMoves,Blue
158.099976,20,20,44.0,Blue,2709,0,0,0,0,0,0,0,0,0,0,1664,4bd26f94a60c449799318dc3376278ce,Et?rn?l,Blue
241.0,28,28,28.0,Blue,3811,2,0,0,0,0,0,0,0,0,0,1664,247f5a3e45e5418bb2079066d445f112,Kngkyle,Blue
201.200104,20,24,40.0,Blue,2486,1,0,0,0,0,1,0,0,0,0,1664,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Blue
158.699936,34,15,76.0,Blue,4402,6,2,0,0,0,1,0,0,0,0,1664,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
206.200012,37,25,36.0,Red,4682,4,0,0,0,0,1,0,0,0,0,1664,c582bc70ed4d42c0a69cdc4b705ffa1b,eP_,Blue
55.099934,17,26,52.0,Red,3037,0,0,0,0,0,0,0,0,0,0,1664,cc1b709905ec4359b04bc2f4060eacdb,bdy,Blue
24.500006,11,33,40.0,Red,1180,0,0,0,0,0,0,0,0,0,0,1664,094cb889f2b04b6880d491c086e8bbf9,wdb674,Blue
138.099945,34,27,40.0,Blue,4689,1,1,0,0,0,1,0,0,0,0,1664,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Blue
108.400002,19,35,32.0,Red,2637,2,0,0,0,0,0,0,0,0,0,1664,e3af479d998944bb824d4a94d5bd41d8,NoAimNoMoves,Blue
69.899963,25,24,36.0,Red,3689,1,0,0,0,0,1,0,0,0,0,1664,275235c4aab949f9b094941da93fa61b,krypt,Blue
8.0,8,3,44.0,Blue,2130,0,0,0,0,0,1,0,0,0,0,1665,cc1b709905ec4359b04bc2f4060eacdb,bdy,Blue
